u,y
-0.422404155135155,-0.00866465363651514
-0.470712155103683,-0.0162644693627954
-0.51117217540741,-0.0228677559643984
-0.555150710046291,-0.0284027280285954
-0.596532240509987,-0.0326548852026463
-0.639542408287525,-0.0356536731123924
-0.681651212275028,-0.0374313807114959
-0.723770052194595,-0.0381492972373962
-0.765626758337021,-0.0377833945676684
-0.80778980255127,-0.0364156598225236
-0.849768549203873,-0.0346746193245053
-0.891389824450016,-0.0332919610664248
-0.933108769357204,-0.0317495120689273
-0.974517837166786,-0.0293040620163083
-1.01590602844954,-0.0267395116388798
-1.05713398754597,-0.0247877156361938
-1.09795285761356,-0.0237884959205985
-1.1389147490263,-0.0242699543014169
-1.17950415611267,-0.026393286883831
-1.21995826810598,-0.0303027322515845
-1.26026399433613,-0.0360701521858573
-1.3002926632762,-0.0436472995206714
-1.34010315686464,-0.0529401581734419
-1.37972727417946,-0.0638145320117474
-1.41943955421448,-0.0760562913492322
-1.45863019675016,-0.0894659543409944
-1.4975645840168,-0.10383234731853
-1.53650997579098,-0.118930020369589
-1.57515998184681,-0.134457550011575
-1.61344254016876,-0.150249955244362
-1.65130331367254,-0.166051262058318
-1.68888422101736,-0.181701863184571
-1.7266433313489,-0.197016592137516
-1.76425866782665,-0.211755696684122
-1.80145546793938,-0.225884689949453
-1.83818408101797,-0.239238576032221
-1.87477775663137,-0.251689572818577
-1.91107926517725,-0.263240393251181
-1.9469982907176,-0.273799997754395
-1.9829063564539,-0.283328029327095
-2.01841758936644,-0.291884062811732
-2.05340901762247,-0.299377558752894
-2.08826898038387,-0.305895729921758
-2.122946575284,-0.311461783014238
-2.15716101229191,-0.316116985864937
-2.19124981015921,-0.319966834969819
-2.22482180595398,-0.322999057359993
-2.25811403989792,-0.3253219043836
-2.29100617021322,-0.327019189484417
-2.32355953007936,-0.328140038996935
-2.35600677132607,-0.328753896057606
-2.38788482546806,-0.328940939158201
-2.41913428902626,-0.328732904046774
-2.4500467851758,-0.328215253539383
-2.48068661987782,-0.327452016063035
-2.51104875653982,-0.326524944975972
-2.54094488918781,-0.325436119921505
