u,y
0.0472283139824867,0.0783639186993241
0.0378565639257431,0.0780911911278963
0.133381649851799,0.0787605838850141
0.186284616589546,0.0804189862683415
0.0868722498416901,0.0832348018884659
0.0672883540391922,0.0872165486216545
0.145842663943768,0.0922613842412829
0.10381180793047,0.0984098361805081
-0.000716760754585266,0.105643094517291
-0.0052802637219429,0.11366152856499
0.0115889310836792,0.12200147844851
-0.0620443895459175,0.130018061026931
-0.068849004805088,0.137193268164992
0.0287568047642708,0.143491893075407
0.0160260796546936,0.148817110806704
-0.0842428356409073,0.153059276752174
-0.131704308092594,0.15593812149018
-0.0742910653352737,0.157094861380756
0.0381798148155212,0.156408606097102
0.0236363410949707,0.153915748000145
-0.0658478736877441,0.14967027399689
-0.0466805547475815,0.143722641281784
0.03119907528162,0.136091849766672
0.0534779205918312,0.126932359300554
-0.0259193256497383,0.116487714461982
-0.112908981740475,0.105098494328558
-0.086052380502224,0.0930028492584825
-0.0453924313187599,0.0803507938981056
-0.0927536562085152,0.067257241345942
-0.126656576991081,0.053943776525557
-0.0842672511935234,0.0407058922573924
-0.0369364991784096,0.0276835272088647
0.0256080329418182,0.0149012710899115
0.085249125957489,0.00230768881738186
0.066802017390728,-0.0100136725232005
0.0560887157917023,-0.0217563286423683
0.0436459705233574,-0.0325010130181909
0.0358330905437469,-0.0419142302125692
0.116260632872581,-0.0498723965138197
0.0778424888849258,-0.0564524792134762
-0.0583136975765228,-0.061748219653964
-0.130065016448498,-0.0660407384857535
-0.198270134627819,-0.0695694480091333
-0.0667906403541565,-0.0725360913202167
0.109709121286869,-0.0748673705384135
-0.0336722210049629,-0.0762557657435536
-0.175311833620071,-0.0767184542492032
-0.10347706079483,-0.0763464057818055
0.0912413522601128,-0.0751049593091011
0.189191862940788,-0.0731652872636914
-0.0311024785041809,-0.0705238301306963
-0.0333128422498703,-0.0671620201319456
0.320058397948742,-0.0632853070273995
0.332174845039845,-0.0586056625470519
0.0878340527415276,-0.0526203960180283
0.00606416910886765,-0.0451410226523876
0.0544583052396774,-0.0362320635467768
0.125318609178066,-0.0259236665442586
0.119063556194305,-0.0144288493320346
0.171739414334297,-0.0021051624789834
0.278290532529354,0.0105559071525931
0.194336883723736,0.0232855463400483
0.120287917554379,0.0359951555728912
0.210214890539646,0.048361686989665
0.270818457007408,0.0601481683552265
0.214636087417603,0.0711185168474913
0.0378586873412132,0.0810382654890418
-0.0026809349656105,0.0897282315418124
0.168282598257065,0.0969828134402633
0.0160083919763565,0.102541831322014
-0.379453353583813,0.10615142993629
-0.361086323857307,0.107509478926659
-0.114906072616577,0.106556171551347
-0.0540950372815132,0.103759844787419
0.00108182430267334,0.0996387852355838
0.0529075190424919,0.0943238651379943
-0.127896867692471,0.0879422025755048
-0.328361727297306,0.0804615328088403
