u,y
-0.422481052577496,-0.0105253076180816
-0.470814034342766,-0.0129900388419628
-0.511188693344593,-0.0164312785491347
-0.555054157972336,-0.0210888180881739
-0.596582338213921,-0.0268984008580446
-0.639843001961708,-0.0339308567345142
-0.681831948459148,-0.0421124929562211
-0.72392550855875,-0.0514094261452556
-0.765954442322254,-0.0616789804771543
-0.808146238327026,-0.0728007452562451
-0.850080661475658,-0.0846202084794641
-0.89166909456253,-0.0969555806368589
-0.933183759450912,-0.109717858955264
-0.974530607461929,-0.122785603627563
-1.0159727782011,-0.135947590693831
-1.05716937035322,-0.149102929979563
-1.09791441261768,-0.162091505713761
-1.13865274935961,-0.174801154062152
-1.17922975867987,-0.187072555534542
-1.21971491724253,-0.198750518262386
-1.25996646285057,-0.209808570332825
-1.30016279965639,-0.220169465988874
-1.3399445489049,-0.229799387045205
-1.37969320267439,-0.238688419573009
-1.41935787349939,-0.246740601025522
-1.45856638252735,-0.253980522044003
-1.49758220463991,-0.260382243432105
-1.536153011024,-0.266004383563995
-1.57482572644949,-0.270922479219735
-1.61325588077307,-0.275124731473625
-1.65122698247433,-0.278685838915408
-1.6889678761363,-0.281709539704025
-1.72661063075066,-0.284202186390758
-1.76425120234489,-0.28623113501817
-1.8014774248004,-0.287908472120762
-1.838354639709,-0.289276122115552
-1.87481473386288,-0.290370615199208
-1.91104529052973,-0.291237852536142
-1.94707025587559,-0.291931661777198
-1.9830674380064,-0.292480112984776
-2.0186205431819,-0.292983622290194
-2.05349028110504,-0.293427149765193
-2.08832849562168,-0.293871205300093
-2.12292093038559,-0.294324411079288
-2.15739223361015,-0.294822989962995
-2.19129949063063,-0.295367474667728
-2.22494956851006,-0.295961698517203
-2.25826413184404,-0.296623940579593
-2.29098808020353,-0.297358657233417
-2.32364715635777,-0.298149007372558
-2.35617630183697,-0.299009415321052
-2.38794665038586,-0.299905273132026
-2.41919400542974,-0.300832570530474
-2.45013356953859,-0.301805916242301
-2.48059264570475,-0.302830503322184
-2.51103653758764,-0.303852974437177
-2.54130017757416,-0.304920866154134
-2.57079815119505,-0.305999723263085
-2.60034766793251,-0.307066255249083
-2.62936849147081,-0.308149769902229
-2.65782660245895,-0.309213102795184
-2.6858501881361,-0.310303829610348
-2.71335755288601,-0.311328343115747
-2.74121697992086,-0.312322675250471
-2.76823580265045,-0.313255204819143
-2.79449535161257,-0.314139343798161
-2.82047296315432,-0.314965133555233
-2.84639672935009,-0.315750701352954
-2.87188429385424,-0.31650135666132
-2.89647643268108,-0.317164333537221
-2.92075537890196,-0.317794200964272
-2.94456464797258,-0.318405608646572
-2.96844920516014,-0.318991527892649
-2.99151390790939,-0.319536367431283
-3.01395866274834,-0.320039288140833
-3.03610874712467,-0.320562971755862
-3.05803357809782,-0.32112134154886
-3.07942178845406,-0.321645820513368
-3.10004955530167,-0.322179198265076
-3.12034806609154,-0.322739289142191
-3.1403562054038,-0.323288626968861
-3.15962625294924,-0.323871260508895
-3.17861365526915,-0.324435383081436
-3.19756512343884,-0.324998153373599
-3.2156225964427,-0.325560583733022
-3.2328038290143,-0.326108910143375
-3.2497123926878,-0.326619504950941
-3.26661067456007,-0.327123988419771
-3.28297151625156,-0.327588285319507
-3.29867068678141,-0.328041494823992
-3.31370995938778,-0.32847223430872
-3.32810482382774,-0.328810545615852
-3.34226807206869,-0.329142573289573
-3.3561017587781,-0.329464350827038
-3.36910619586706,-0.329718451946974
-3.38162047415972,-0.32994288392365
-3.39391250908375,-0.330167466774583
-3.40582715719938,-0.330386775545776
-3.4167814552784,-0.330604258924723
-3.42755178362131,-0.330861650407314
-3.43770431727171,-0.331109252758324
-3.44729205965996,-0.331309391185641
-3.45640787482262,-0.331584766507149
-3.46511032432318,-0.331883714534342
-3.47309496253729,-0.332122321240604
-3.48078909516335,-0.332365649752319
-3.4878838956356,-0.332579137757421
-3.4940789192915,-0.332802144810557
-3.49979437887669,-0.333021846599877
-3.5053296610713,-0.33322761207819
-3.51078296452761,-0.333413590677083
-3.51544646918774,-0.33361127320677
-3.51909739524126,-0.33380410540849
-3.52243961393833,-0.334002158604562
-3.52531789243221,-0.334169453941286
-3.52770759910345,-0.33430565521121
-3.52962977439165,-0.33445021789521
-3.53100357949734,-0.334597687236965
-3.53201001882553,-0.334713240154088
-3.5323657989502,-0.334807936102152
-3.53216410428286,-0.334879180416465
-3.53101709485054,-0.33496180921793
-3.52988614886999,-0.335039908997715
-3.52864594012499,-0.335034440271556
-3.52644091099501,-0.335022729821503
-3.52359158545732,-0.335038788616657
-3.52015065401792,-0.335000243969262
-3.5165016502142,-0.334996254183352
-3.51206666976213,-0.334984485059977
-3.50717390328646,-0.334992817603052
-3.50161294639111,-0.334984884597361
-3.49586230516434,-0.334974573925138
-3.4895372018218,-0.335010749287903
-3.48226525634527,-0.335058344528079
-3.47471039742231,-0.335092216730118
-3.4668624997139,-0.335136005654931
-3.45879941433668,-0.335155959241092
-3.45010174065828,-0.335163663141429
-3.4402474835515,-0.335150602273643
-3.42994068562984,-0.335122641175985
-3.41936361044645,-0.335069513879716
-3.40814269334078,-0.335004732944071
-3.39664842188358,-0.334920685738325
-3.38479228317738,-0.334812466986477
-3.37187948077917,-0.334656172432005
-3.3590461909771,-0.334461321122944
-3.34550804644823,-0.334266290999949
-3.3311471119523,-0.334054852835834
-3.31676915287971,-0.333799499087036
-3.30184084922075,-0.333552319556475
-3.28620658814907,-0.333293153904378
-3.27001018077135,-0.333044520579278
-3.25353283435106,-0.332796630449593
-3.23664028197527,-0.332534542307258
-3.21948845684528,-0.332294893451035
-3.20101924240589,-0.332062407396734
-3.18213453143835,-0.331872247159481
-3.16311101615429,-0.331674345768988
-3.14390451461077,-0.331504357978702
-3.12438371032476,-0.331333915702999
-3.1037760451436,-0.331220743246377
-3.08269243687391,-0.331126756034791
-3.06150884181261,-0.331043530255556
-3.03985390067101,-0.331000048667192
-3.01742934435606,-0.330941312946379
-2.99460674077272,-0.330939630046487
-2.97130205482244,-0.330964063294232
-2.94790294021368,-0.331009324640036
-2.92371029406786,-0.331089364364743
-2.89914928376675,-0.331171851605177
-2.87439516931772,-0.331279044039547
-2.84899231046438,-0.331374499946833
-2.8230834826827,-0.331492607481778
-2.79684662073851,-0.33161380700767
-2.77072934806347,-0.331722809933126
-2.74382217973471,-0.331801602616906
-2.71585696935654,-0.331845735199749
-2.68786124885082,-0.331892357207835
-2.65943773090839,-0.331906902603805
-2.63082208484411,-0.331891352310777
-2.60192482918501,-0.331870072521269
-2.57209173589945,-0.331837254576385
-2.54202117025852,-0.331771958619356
-2.51184768974781,-0.331691153347492
-2.48124475032091,-0.33161567337811
-2.45041216909885,-0.331509056501091
-2.41910994797945,-0.331415246240795
-2.38725920766592,-0.331329152919352
-2.35460978746414,-0.331235561519861
-2.32227707654238,-0.331118249334395
-2.28963968157768,-0.331022690050304
-2.25648642331362,-0.330912474542856
-2.22275200486183,-0.330753467977047
-2.18839044123888,-0.330549876205623
-2.15399838984013,-0.330310226418078
-2.11997512727976,-0.330061598680913
-2.08509028702974,-0.32972165569663
-2.04934396594763,-0.329339888878167
-2.0134352222085,-0.328913046978414
-1.97768718004227,-0.328465428203344
-1.94172551482916,-0.327978851273656
-1.90495631843805,-0.327481208369136
-1.86818867176771,-0.32697696890682
-1.83135686069727,-0.326453058980405
-1.79401272535324,-0.325933886691928
-1.75675312429666,-0.325465231202543
-1.71881234645844,-0.3250298993662
-1.68036390841007,-0.324649124406278
-1.64199128001928,-0.32433941680938
-1.60340266674757,-0.324065860360861
-1.56482876092196,-0.323858165182173
-1.52577950060368,-0.323669898323715
-1.48627100884914,-0.323564719408751
-1.446174018085,-0.323518239893019
-1.40633892267942,-0.32342943828553
-1.36633053421974,-0.323384487070143
-1.3260784521699,-0.323327929712832
-1.28580432385206,-0.323281715624034
-1.24511855840683,-0.323199214413762
-1.20417135208845,-0.323088789358735
-1.16271337121725,-0.322960407473147
-1.12134274095297,-0.322770144790411
-1.08036895096302,-0.322579326108098
-1.03878588229418,-0.322347922250628
-0.996526971459389,-0.322024167515337
-0.954627484083176,-0.321646875701845
-0.912799470126629,-0.321198957040906
-0.870277285575867,-0.320672197267413
-0.827473007142544,-0.320056532509625
-0.784928716719151,-0.319392593577504
-0.742392621934414,-0.31862807366997
-0.699737407267094,-0.317752062343061
-0.656874530017376,-0.316830047406256
-0.613638952374458,-0.315790068358183
-0.570463396608829,-0.314672670327127
-0.527219951152802,-0.313455441966653
-0.483847670257091,-0.312136024236679
-0.440550155937672,-0.310795911587775
-0.397176124155521,-0.309344341047108
-0.353570938110352,-0.307802807539701
-0.309713318943977,-0.306234224699438
-0.265915066003799,-0.304542223922908
-0.222062058746815,-0.302682295441628
-0.177605137228966,-0.300629436038435
-0.133482739329338,-0.298063619993627
-0.0901379436254501,-0.294838067144156
-0.0461257547140121,-0.291239380836487
