u,y
0.114215508103371,0.0751676084473729
0.0236318707466125,0.0623130425810814
0.0235174223780632,0.0488580195233226
0.0442961230874062,0.0348896505311131
0.0923229157924652,0.0206521889194846
0.153899133205414,0.00639836862683296
0.136579357087612,-0.0077552879229188
0.0240899994969368,-0.0216640206053853
-0.0682470202445984,-0.035324951633811
-0.071325495839119,-0.048737901262939
-0.0610873028635979,-0.0614558411762118
-0.0673918202519417,-0.0728616202250123
-0.0255675911903381,-0.0825963830575347
0.0207959935069084,-0.0906114643439651
-0.0494689866900444,-0.0969242211431265
-0.144113510847092,-0.1013941494748
-0.0919202268123627,-0.103831536136568
0.0238092392683029,-0.103998618200421
0.0600532665848732,-0.101743476465344
0.0132096037268639,-0.0970436120405793
-0.00805658847093582,-0.089944401755929
0.041412465274334,-0.0806801645085216
0.0113737508654594,-0.0695816213265061
-0.0555837228894234,-0.0569188790395856
-0.0162836909294128,-0.0430605988949537
0.00395560264587402,-0.0281397700309753
-0.00669313967227936,-0.0123353004455566
0.0513562709093094,0.0037513580173254
0.0861167013645172,0.0191881489008665
0.00376661866903305,0.0333761591464281
-0.0977103561162949,0.0462250020354986
-0.0536694973707199,0.0577463507652283
0.0424322336912155,0.067938819527626
0.041018895804882,0.0766238756477833
-0.00341658294200897,0.0838567251339555
-0.0587740167975426,0.0896485913544893
-0.0915236622095108,0.0938275456428528
-0.0780729576945305,0.0964104663580656
0.0173950120806694,0.0974538950249553
0.174725912511349,0.0971176270395517
0.16811016201973,0.0957123599946499
0.108839191496372,0.093522653914988
0.128501631319523,0.0906192678958178
-0.0231688991189003,0.0869963876903057
-0.177702195942402,0.0827742572873831
-0.0601723045110703,0.077978347428143
0.178249791264534,0.0725856153294444
0.26190509647131,0.0666394121944904
0.103365495800972,0.0602587815374136
0.0712324529886246,0.0534610254690051
0.163221649825573,0.0460167359560728
-0.0120724961161613,0.0378418266773224
-0.223950766026974,0.0290015181526542
-0.291220664978027,0.0197294615209103
-0.248900018632412,0.0103112524375319
-0.0294275507330894,0.0009156484156847
-0.00280870497226715,-0.00822868756949902
-0.295895710587502,-0.0169075233861804
-0.370961554348469,-0.0252538463100791
-0.048107735812664,-0.0336318202316761
0.136616222560406,-0.0422524893656373
-0.0642491951584816,-0.050834552384913
-0.0731779932975769,-0.0589469755068421
0.214363753795624,-0.0666282791644335
0.270484171807766,-0.073984494432807
0.120079584419727,-0.0807396778836846
-0.0646913647651672,-0.0865045497193933
-0.232704751193523,-0.0911398008465767
-0.205848373472691,-0.0947070168331265
-0.0529413372278214,-0.0971426526084542
0.0185896828770638,-0.098319380544126
-0.0910051167011261,-0.0979365184903145
-0.268731363117695,-0.095760352909565
-0.266633249819279,-0.0917514683678746
-0.112719669938087,-0.0859390944242477
-0.042897954583168,-0.0783065920695662
-0.114913560450077,-0.0686413394287229
-0.162698440253735,-0.0569346426054835
-0.111889623105526,-0.0435639936476946
0.0715552642941475,-0.0290682287886739
0.339783236384392,-0.0141783431172371
0.314436674118042,0.000627614557743073
0.0821066051721573,0.0150483334437013
-0.0242245867848396,0.0286906370893121
-0.134032160043716,0.0409703887999058
-0.0812662839889526,0.0515712518244982
0.021260991692543,0.0603733770549297
-0.214558072388172,0.0669273100793362
-0.296946719288826,0.070857260376215
0.00678260624408722,0.0719262044876814
0.377272628247738,0.0699157314375043
0.540142916142941,0.0649504540488124
0.239769406616688,0.0572477346286178
0.0150281712412834,0.0471334997564554
0.191191107034683,0.0349026937037706
0.242457397282124,0.0210071392357349
0.214843511581421,0.0059891389682889
0.262424908578396,-0.00979903247207403
0.151190936565399,-0.0260935854166746
-0.165308624505997,-0.0425474448129535
-0.484650202095509,-0.0587566504254937
-0.503612749278545,-0.0743139171972871
-0.377253279089928,-0.0890335151925683
-0.292641840875149,-0.102807741612196
-0.0909735560417175,-0.115536627359688
0.0593708902597427,-0.127143007703125
0.0796628072857857,-0.137417198158801
0.036292664706707,-0.146360936574638
-0.123877815902233,-0.15369198191911
-0.187033928930759,-0.159205533564091
-0.09513770788908,-0.163044648244977
