u,y
-0.470681376755238,0.028180094435811
-0.51120799779892,0.0132253710180521
-0.555188819766045,-0.00250126421451569
-0.596645712852478,-0.0188027312979102
-0.639811716973782,-0.0356357591226697
-0.68181587010622,-0.0527699999511242
-0.723823457956314,-0.0700038848444819
-0.76591083407402,-0.087278364226222
-0.807985454797745,-0.104426461271942
-0.849939130246639,-0.121280563995242
-0.891687095165253,-0.137704493477941
-0.933125719428062,-0.1535898828879
-0.974760182201862,-0.168876309879124
-1.0161666572094,-0.183439672924578
-1.05707842111588,-0.197246933355927
-1.09804261475801,-0.21028910484165
-1.13884373754263,-0.222498164512217
-1.17941592633724,-0.23381778690964
-1.219776712358,-0.244252189993858
-1.26021989434958,-0.253821513615549
-1.30035975575447,-0.262521037831903
-1.34026937186718,-0.270316183567047
-1.37989126890898,-0.277286801487207
-1.41935716569424,-0.28347816132009
-1.45859827846289,-0.288872225210071
-1.4975398555398,-0.293550645932555
-1.53626918047667,-0.297533198259771
-1.57488707453012,-0.300869195722044
-1.61328085511923,-0.303576970472932
-1.65121578425169,-0.305754687637091
-1.68896613270044,-0.307427575811744
-1.72645274549723,-0.308649607002735
-1.76404193788767,-0.309454048983753
-1.80152449756861,-0.309881748631597
-1.83825770020485,-0.309998870827258
-1.87458346039057,-0.309807756915689
-1.91095965355635,-0.309445640072227
-1.94718843698502,-0.308845793828368
-1.98302707821131,-0.308128386735916
-2.01821241527796,-0.307302754372358
-2.05331958085299,-0.306380787864327
-2.0882104113698,-0.30542810074985
-2.12253700941801,-0.304476936347783
-2.15709225833416,-0.303556621074677
-2.19100654870272,-0.30265183467418
-2.22468733042479,-0.301832064054906
-2.2581974864006,-0.301137150265276
-2.2909714654088,-0.30050637666136
-2.32334387302399,-0.300024464726448
-2.35573864728212,-0.299689086154103
-2.38783980160952,-0.299459299072623
-2.41908019036055,-0.299390943720937
-2.45003946125507,-0.299443527124822
-2.48068863898516,-0.299643159843981
-2.51086807996035,-0.300014885142446
-2.54079828411341,-0.300504620186985
-2.57057648897171,-0.301137674599886
-2.60027033090591,-0.301930435933173
-2.62937019765377,-0.302841634489596
-2.65756937861443,-0.303850566968322
-2.68574666976929,-0.304988333024085
-2.71359884738922,-0.30621992982924
-2.74118285626173,-0.307516449131072
-2.76796018332243,-0.308817639946938
-2.79416608065367,-0.310177118517458
-2.82041667401791,-0.311509576626122
-2.84621898829937,-0.312801887281239
-2.87161981314421,-0.313969403505325
-2.89635799080133,-0.315083992667496
-2.92047352343798,-0.316122828051448
-2.94430021196604,-0.317030401900411
-2.96802708506584,-0.31787708774209
-2.99114719033241,-0.31861122418195
-3.01379515975714,-0.319241561926901
-3.03612975031137,-0.3197848116979
-3.05804743617773,-0.32027334254235
-3.07944877445698,-0.320740424096584
-3.100181825459,-0.321167363785207
-3.12044927477837,-0.321602242998779
-3.14041198790073,-0.322056364268064
-3.1596309915185,-0.322521728463471
-3.17831898480654,-0.32299938891083
-3.19718315452337,-0.323488784953952
-3.21529291570187,-0.323994781821966
-3.23247590661049,-0.324505160562694
-3.24952620267868,-0.325016094371676
-3.26641724258661,-0.325532074086368
-3.28270331770182,-0.326049848459661
-3.2986124753952,-0.32653993088752
-3.31361695379019,-0.327031151391566
-3.32800358533859,-0.327500630170107
-3.34197394549847,-0.327951783314347
-3.35592972487211,-0.328354042954743
-3.3692457228899,-0.328697824850678
-3.38147557526827,-0.329025093466043
-3.39372666180134,-0.329332726076245
-3.40561945736408,-0.329592208378017
-3.41643958538771,-0.329823855310678
-3.42721838504076,-0.330046197399497
-3.43770473450422,-0.330262300558388
-3.44727162271738,-0.33043325971812
-3.45628052204847,-0.330558477900922
-3.46478005498648,-0.330699342302978
-3.4729807600379,-0.33082487154752
-3.48061770200729,-0.330928732641041
-3.48787636309862,-0.331060952506959
-3.49426170438528,-0.33113257214427
-3.4997949898243,-0.331204475834966
-3.50525901466608,-0.331294330768287
-3.51061809808016,-0.331379075534642
-3.51518262177706,-0.331465966999531
-3.51888175308704,-0.331564258784056
-3.52208407968283,-0.33164550550282
-3.52495793253183,-0.331712407059968
-3.52747743576765,-0.331829559057951
-3.52943851798773,-0.331951211206615
-3.5308741107583,-0.332067850977182
-3.53186300396919,-0.332185686565936
-3.53239554166794,-0.332260116003454
-3.53194165974855,-0.3323625177145
-3.53097265213728,-0.332520926371217
-3.52985916286707,-0.332635186612606
-3.52865969389677,-0.332755492068827
-3.52654990553856,-0.332884398289025
-3.52345424890518,-0.332995223812759
-3.52013622969389,-0.333153226412833
-3.5164393261075,-0.333322116173804
-3.51221302896738,-0.333516060374677
-3.50731767714024,-0.333737807348371
-3.50192435085773,-0.334000542759895
-3.49596557766199,-0.334302719682455
-3.48967047035694,-0.33459413331002
-3.48246929049492,-0.33497072942555
-3.47480081766844,-0.335336386226118
-3.46693673729897,-0.33569289278239
-3.45903622359037,-0.336095805279911
-3.45022147893906,-0.336469289846718
-3.44046467542648,-0.336841112934053
-3.43027575314045,-0.33716038428247
-3.41947803646326,-0.337420601397753
-3.4083062633872,-0.337642819620669
-3.39675108343363,-0.337837665341794
-3.38461481779814,-0.337998609989882
-3.37195611745119,-0.338085188530385
-3.35910129547119,-0.338102945126593
-3.34550525248051,-0.338033437728882
-3.33117581903934,-0.337923603132367
-3.31664403527975,-0.337781999260187
-3.30180783569813,-0.337571416050196
-3.28630103170872,-0.337305345572531
-3.26990465819836,-0.33700008969754
-3.25344186276197,-0.336627657525241
-3.23674601316452,-0.336239176802337
-3.21940878033638,-0.335807154886425
-3.2010044157505,-0.335378110408783
-3.18194694817066,-0.334904693998396
-3.163050763309,-0.334434762597084
-3.14386557787657,-0.333964881487191
-3.12412222474813,-0.333480940200388
-3.10374514013529,-0.333033257164061
-3.08260770887136,-0.332574777305126
-3.06129945069551,-0.332137736491859
-3.03983234614134,-0.331733881495893
-3.01736571639776,-0.331336800940335
-2.99436109513044,-0.330927849747241
-2.97105660289526,-0.33057373855263
-2.9478568136692,-0.330238764174283
-2.92381078749895,-0.329913151450455
-2.89923261106014,-0.32962083350867
-2.87454172223806,-0.329345642589033
