u,y
0.0103476941585541,0.124755906872451
0.0496586933732033,0.132695673964918
0.0859585627913475,0.140858557075262
0.0487485229969025,0.149287411011755
-0.0568673312664032,0.157933229580522
-0.0621384680271149,0.166753907687962
0.0485161170363426,0.175639927387238
0.0705140307545662,0.184508701786399
0.0763469412922859,0.193287773989141
0.112790144979954,0.201925310306251
0.0623941048979759,0.21033373568207
0.0282321274280548,0.218335025012493
0.0320795625448227,0.225768776610494
0.00268500298261642,0.232290741987526
-0.00960186123847961,0.237355844117701
0.00478407740592957,0.240336180664599
0.0382202640175819,0.240925514139235
0.0521118864417076,0.239428625442088
0.00901670753955841,0.236021754331887
-0.0505921095609665,0.230055849999189
-0.0628411993384361,0.221302045509219
-0.00176300853490829,0.209602479822934
0.0343859195709229,0.194939723238349
0.0188524723052979,0.177661963738501
0.0114366859197617,0.158587447367609
-0.003835529088974,0.139085743576288
0.0242701917886734,0.119402191601694
0.0646812096238136,0.0992474006488919
0.0188254341483116,0.0791518921032548
-0.0300491750240326,0.0601094122976065
-0.0187930092215538,0.0428389254957438
0.0238010063767433,0.0278946086764336
0.0171120688319206,0.015697811730206
-0.0580607354640961,0.00652223639190197
-0.0740631893277168,0.000602426007390022
-0.0467525720596313,-0.00206143688410521
-0.0178132057189941,-0.00159411318600178
0.0469960868358612,0.00188440270721912
0.0552306994795799,0.00810650177299976
0.00952044129371643,0.0168501511216164
-0.00280202180147171,0.0278343791142106
0.00912084430456161,0.0407310789451003
0.0101805776357651,0.0552857359871268
-0.0278392657637596,0.0710349064320326
-0.033432200551033,0.087604939006269
0.0176541581749916,0.104361587204039
0.00825414061546326,0.120577527210116
-0.0362897589802742,0.135795741342008
6.66677951812744e-05,0.150090587325394
0.0589227676391602,0.163284196518362
0.0202634036540985,0.174991520121694
-0.0227857902646065,0.184796033427119
0.0252449959516525,0.19237214140594
0.0270322561264038,0.197778231464326
-0.0328679159283638,0.201179556548595
-0.044647216796875,0.202868838794529
-0.0166740491986275,0.202880830504
0.0165956914424896,0.201401555910707
0.0108523666858673,0.198678527958691
-0.00670967996120453,0.195026449859142
-0.0126355513930321,0.190602645277977
-0.0462547019124031,0.185518318787217
-0.0279439762234688,0.179778781719506
0.00812087953090668,0.1735352082178
0.0104243159294128,0.167079479433596
0.120574630796909,0.160455075092614
0.227597326040268,0.153527503833175
0.16084185987711,0.146173701621592
0.0524454563856125,0.138376398012042
-0.00225817412137985,0.13023720216006
-0.0107796564698219,0.121839457191527
0.00213969498872757,0.113277710042894
-0.0159441903233528,0.104662234894931
-0.0397869870066643,0.0959840668365359
0.00103704631328583,0.0872802035883069
0.0918793454766273,0.0787941049784422
0.105395808815956,0.0708039235323668
-0.0209050923585892,0.0633911667391658
-0.141258373856544,0.0562872299924493
-0.0944617092609406,0.0490816282108426
0.0336636453866959,0.0415314678102732
0.0404315069317818,0.0340358661487699
-0.0329920724034309,0.0270036291331053
-0.0425836443901062,0.0202689757570624
-0.027110792696476,0.0140420356765389
0.00897133350372314,0.00832623336464167
0.0933629050850868,0.00244673527777195
0.115714929997921,-0.00379509013146162
0.0475991666316986,-0.0102464919909835
-0.0212049931287766,-0.0167534397915006
-0.0479524508118629,-0.0231199571862817
-0.00989486277103424,-0.0291118426248431
0.058933213353157,-0.0343659855425358
0.0688349902629852,-0.0385398454964161
0.072533018887043,-0.0415317267179489
0.172437198460102,-0.0434388890862465
0.239687092602253,-0.0443886797875166
0.118387252092361,-0.0445431843400002
-0.0454001501202583,-0.0439889058470726
-0.0361294224858284,-0.0429093474522233
0.0421031564474106,-0.0414046281948686
0.0180095955729485,-0.0394084490835667
-0.00025109201669693,-0.0370227200910449
0.0264124423265457,-0.0344238737598062
0.0388807356357574,-0.0319661684334278
0.0969530269503593,-0.0298229521140456
