u,y
-0.470729351043701,-0.0290518496185541
-0.51120264083147,-0.0237288391217589
-0.555137977004051,-0.0197711177170277
-0.596704483032227,-0.0175741361454129
-0.639887169003487,-0.0172198172658682
-0.681936584413052,-0.018841240555048
-0.723792769014835,-0.0222831489518285
-0.765605337917805,-0.0273961946368217
-0.807943917810917,-0.0342148011550307
-0.8498649969697,-0.0428396807983518
-0.891591385006905,-0.053098427131772
-0.933252885937691,-0.0645199930295348
-0.974690951406956,-0.0767522538080812
-1.01594119518995,-0.0896111074835062
-1.05694530159235,-0.102953045628965
-1.09797134995461,-0.116607924923301
-1.13869773596525,-0.130443803966045
-1.17926628887653,-0.144345676526427
-1.21986738592386,-0.158119490370154
-1.26018971204758,-0.171659232117236
-1.30023348331451,-0.184871280565858
-1.34019251167774,-0.197583274915814
-1.37985551357269,-0.209699209779501
-1.41916272044182,-0.221143618226051
-1.45860256999731,-0.231841519474983
-1.49737623333931,-0.24178384244442
-1.53614956140518,-0.250862753950059
-1.57495513558388,-0.259120864793658
-1.6132550239563,-0.266539841890335
-1.65123551338911,-0.273135235533118
-1.68897426128387,-0.278969458304346
-1.72663136571646,-0.284018147736788
-1.76411428302526,-0.288369791582227
-1.80145887285471,-0.292094481177628
-1.8382642865181,-0.295202123001218
-1.87476725876331,-0.297764951363206
-1.91109192371368,-0.299817844294012
-1.94717071205378,-0.301476497203112
-1.98300259560347,-0.302720681764185
-2.01820266991854,-0.303620253689587
-2.05316486209631,-0.304232181049883
-2.08818371593952,-0.304530140943825
-2.12263033539057,-0.304627510719001
-2.15701998770237,-0.304521021433175
-2.19098510593176,-0.30424642842263
-2.22469299286604,-0.303886583074927
-2.25812289118767,-0.303473031148314
-2.29078109562397,-0.303031421266496
-2.32364246249199,-0.302596780471504
-2.35602863878012,-0.302179775200784
-2.38792783021927,-0.301793890073895
-2.41936995834112,-0.301556772552431
-2.44997683912516,-0.301444499753416
-2.48055333644152,-0.301468123681843
-2.51126575469971,-0.301641758531332
-2.54122199118137,-0.301880923099816
-2.57076985388994,-0.302279319614172
-2.60018281638622,-0.302850830368698
-2.62928150594234,-0.303509782068431
-2.65765029937029,-0.304322659038007
-2.68543891608715,-0.305263972841203
-2.71334132552147,-0.306255511008203
-2.74100663512945,-0.307321569882333
-2.76782906800508,-0.308455877937376
-2.79430812597275,-0.309640129096806
-2.82056730985641,-0.310845365747809
-2.84626138210297,-0.312051456421614
-2.87173841893673,-0.313232520595193
-2.89653077721596,-0.314388719387352
-2.92054885625839,-0.315553134307265
-2.94452105462551,-0.316658401861787
-2.96820595115423,-0.317681698128581
-2.99139829725027,-0.318658217787743
-3.01367080956697,-0.319556325674057
-3.03600445389748,-0.320392153225839
-3.05800377577543,-0.321194963529706
-3.07938469946384,-0.321921373717487
-3.10009672492743,-0.322581207379699
-3.12021093815565,-0.323162084445357
-3.14028872549534,-0.323709446005523
-3.15945690870285,-0.324215441942215
-3.17848464101553,-0.324675839394331
-3.19730970263481,-0.32510724849999
-3.21532543748617,-0.325481940992177
-3.23258549720049,-0.325776093639433
-3.24956387281418,-0.326080908067524
-3.26659078896046,-0.326330563053489
-3.28273487836123,-0.326555317267776
-3.29816614091396,-0.326727638021111
-3.31348370015621,-0.326860227622092
-3.32788898795843,-0.326975450851023
-3.34206999838352,-0.327066861093044
-3.35604240745306,-0.327143982984126
-3.36925711482763,-0.327208521775901
-3.38139937072992,-0.327270368114114
-3.3936165869236,-0.327315620146692
-3.40542666614056,-0.327366218902171
-3.41644585877657,-0.327431217767298
-3.42718729376793,-0.327504839748144
-3.43746457248926,-0.327633672393858
-3.44737952202559,-0.327739444561303
-3.45623790472746,-0.327833843417466
-3.46488007903099,-0.327981400303543
-3.47296133637428,-0.328141610138118
-3.48041252046824,-0.328328395262361
-3.48767660558224,-0.328499247319996
-3.49408247321844,-0.328692480921745
-3.49977458268404,-0.328877227380872
-3.50522335618734,-0.32907691411674
-3.51044829934835,-0.329286714084446
-3.51507618278265,-0.329511301591992
-3.51886106282473,-0.329761463217437
-3.52231122553349,-0.330007126554847
-3.52529388666153,-0.330320884473622
-3.52753510326147,-0.330649451352656
-3.52944954484701,-0.330982020124793
-3.53080514073372,-0.331354854628444
-3.53191655874252,-0.331787618808448
-3.53253819793463,-0.33221772313118
-3.53224537521601,-0.332683387212455
-3.53117160499096,-0.333192121237516
-3.53010848909616,-0.333685983903706
-3.52873619645834,-0.334135633893311
-3.52645519375801,-0.334632619284093
-3.52363090217114,-0.33510531578213
-3.52006145566702,-0.335562188178301
-3.51628302037716,-0.335976798087358
-3.51201075315475,-0.336339547298849
-3.50704270601273,-0.336720264516771
-3.50156895816326,-0.337016744539142
-3.49587523192167,-0.337314129807055
-3.48965266346931,-0.337591661140323
-3.48221825063229,-0.337797937914729
-3.47465104609728,-0.338004945777357
-3.46687545627356,-0.338227624073625
-3.45884642750025,-0.338350598700345
-3.44999431818724,-0.338451130315661
-3.44021946191788,-0.338497531600296
-3.43015319108963,-0.338501865044236
-3.41929788887501,-0.338494175113738
-3.40805023908615,-0.338436403311789
