u,y
-0.422593824565411,0.00368427019566298
-0.47078911960125,0.00123156514018774
-0.511190809309483,-0.00307054910808802
-0.555290840566158,-0.00936429388821125
-0.596724554896355,-0.0174698596820235
-0.639640092849731,-0.0271796062588692
-0.681709162890911,-0.0379178216680884
-0.723838537931442,-0.0489859217777848
-0.765813007950783,-0.0601236876100302
-0.808019749820232,-0.0716012641787529
-0.849936276674271,-0.0833079945296049
-0.891664862632751,-0.0950676407665014
-0.933095403015613,-0.106710114516318
-0.974635429680347,-0.117755929008126
-1.01614345610142,-0.12784677464515
-1.05690533667803,-0.136986170895398
-1.09780121594667,-0.145380132831633
-1.13843575119972,-0.153088611550629
-1.1789266243577,-0.16034038644284
-1.21950491517782,-0.167240644805133
-1.26004707068205,-0.173904749564826
-1.300253033638,-0.180458851158619
-1.34008324146271,-0.186950922943652
-1.37979819625616,-0.193422202952206
-1.4193265363574,-0.199826342985034
-1.45863682031631,-0.206145240925252
-1.49745824187994,-0.212400840595365
-1.53630072623491,-0.218599752523005
-1.57529950886965,-0.22475968953222
-1.6134894490242,-0.230881337076426
-1.65124795585871,-0.236843924969435
-1.689044944942,-0.242666239850223
-1.72633890062571,-0.248295452445745
-1.76415374875069,-0.253759059123695
-1.80158993601799,-0.259112782776356
-1.8382281139493,-0.264250616542995
-1.87474563717842,-0.269134745933115
-1.91106037795544,-0.273733610287309
-1.94709030538797,-0.278061608783901
-1.98325521498919,-0.282180013135076
-2.01860067993402,-0.286058126948774
-2.05324476212263,-0.289671719074249
-2.08817126601934,-0.292945337481797
-2.12279614061117,-0.295900922268629
-2.15723168849945,-0.29862745385617
-2.19131788611412,-0.301115602254868
-2.22487209737301,-0.303309212438762
-2.25813058763742,-0.305214664898813
-2.29093392193317,-0.306862290017307
-2.32337317615747,-0.308263350278139
-2.35597822070122,-0.309395734220743
-2.38800918310881,-0.310382331721485
-2.41934110969305,-0.311194244772196
-2.45014030486345,-0.311806899495423
-2.48071862012148,-0.312288495711982
-2.51121994107962,-0.312646547332406
-2.54123587161303,-0.312925095669925
-2.57083395123482,-0.313136803917587
-2.6002758666873,-0.313305279240012
-2.62942441552877,-0.313378941267729
-2.65766695141792,-0.313431977294385
-2.68570464849472,-0.313531622290611
-2.7135507017374,-0.313581649214029
-2.741106107831,-0.313705048523843
-2.76803413778543,-0.31386792846024
-2.79442249238491,-0.31401704531163
-2.82064165174961,-0.314217482693493
-2.84652903676033,-0.314477970823646
-2.87183802574873,-0.314790472388268
-2.89665831625462,-0.315170553512871
-2.92076779901981,-0.315511937253177
-2.94464983046055,-0.315925968810916
-2.96830707043409,-0.316385111771524
-2.99154839664698,-0.316820330917835
-3.01381000876427,-0.317337948828936
-3.0360878482461,-0.31785337254405
